DATAFLOW,LAST UPDATE,freq,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,FR,2005,100.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,FR,2006,98.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,FR,2007,96.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,FR,2008,97.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,FR,2009,94.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,FR,2010,97.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,FR,2011,95.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,FR,2012,95.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,FR,2013,96.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,FR,2014,91.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,FR,2015,93.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,FR,2016,92.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,FR,2017,91.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,FR,2018,91.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,FR,2019,90.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,FR,2020,79.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2000,85.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2001,89.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2002,92.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2003,98.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2004,97.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2005,100.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2006,99.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2007,103.3,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2008,100.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2009,98.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2010,97.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2011,94.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2012,89.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2013,87.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2014,83.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2015,87.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2016,88.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2017,91.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2018,89.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2019,89.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HR,2020,84.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2000,89.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2001,92.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2002,92.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2003,94.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2004,94.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2005,100.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2006,98.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2007,96.3,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2008,95.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2009,90.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2010,93.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2011,92.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2012,87.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2013,85.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2014,83.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2015,88.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2016,89.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2017,92.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2018,92.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2019,93.3,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,HU,2020,90.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2000,91.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2001,97.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2002,99.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2003,97.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2004,98.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2005,100.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2006,101.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2007,106.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2008,104.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2009,99.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2010,98.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2011,90.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2012,91.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2013,87.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2014,88.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2015,93.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2016,98.3,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2017,96.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2018,97.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2019,98.3,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IE,2020,89.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2000,100.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2001,96.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2002,99.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2003,99.3,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2004,98.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2005,100.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2006,124.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2007,147.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2008,165.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2009,170.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2010,172.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2011,184.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2012,180.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2013,188.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2014,188.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2015,180.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2016,171.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2017,181.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2018,199.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2019,193.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IS,2020,180.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2000,91.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2001,91.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2002,92.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2003,97.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2004,98.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2005,100.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2006,99.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2007,98.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2008,97.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2009,90.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2010,92.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2011,89.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2012,86.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2013,84.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2014,78.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2015,82.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2016,81.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2017,82.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2018,81.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2019,80.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,IT,2020,73.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2000,81.3,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2001,93.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2002,100.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2003,104.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2004,106.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2005,100.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2006,98.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2007,100.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2008,102.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2009,97.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2010,76.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2011,73.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2012,74.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2013,72.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2014,71.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2015,72.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2016,75.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2017,76.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2018,79.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2019,78.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LT,2020,77.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2000,75.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2001,79.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2002,83.3,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2003,87.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2004,97.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2005,100.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2006,98.3,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2007,96.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2008,96.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2009,90.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2010,96.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2011,95.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2012,92.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2013,90.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2014,87.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2015,86.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2016,87.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2017,89.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2018,93.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2019,94.3,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LU,2020,82.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2000,84.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2001,90.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2002,89.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2003,95.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2004,98.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2005,100.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2006,103.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2007,106.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2008,101.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2009,98.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2010,101.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2011,95.3,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2012,98.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2013,97.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2014,97.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2015,95.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2016,95.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2017,99.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2018,104.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2019,101.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,LV,2020,94.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,ME,2005,100.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,ME,2006,104.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,ME,2007,107.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,ME,2008,117.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,ME,2009,90.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,ME,2010,106.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,ME,2011,106.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,ME,2012,101.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,ME,2013,94.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,ME,2014,92.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,ME,2015,97.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,ME,2016,93.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,ME,2017,98.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,ME,2018,101.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,ME,2019,104.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,ME,2020,97.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2000,92.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2001,89.3,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2002,87.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2003,95.3,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2004,94.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2005,100.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2006,101.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2007,106.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2008,103.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2009,96.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2010,98.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2011,105.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2012,102.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2013,94.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2014,92.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2015,90.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2016,88.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2017,92.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2018,88.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2019,96.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MK,2020,88.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2000,88.3,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2001,97.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2002,90.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2003,99.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2004,101.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2005,100.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2006,101.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2007,103.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2008,104.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2009,96.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2010,101.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2011,101.3,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2012,106.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2013,95.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2014,96.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2015,82.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2016,77.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2017,87.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2018,90.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2019,95.3,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,MT,2020,80.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2000,95.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2001,98.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2002,98.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2003,100.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2004,101.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2005,100.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2006,99.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2007,99.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2008,99.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2009,96.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2010,102.3,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2011,95.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2012,95.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2013,94.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2014,88.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2015,91.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2016,92.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2017,92.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2018,91.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2019,90.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NL,2020,83.3,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2000,86.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2001,91.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2002,84.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2003,91.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2004,97.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2005,100.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2006,100.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2007,93.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2008,110.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2009,109.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2010,113.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2011,96.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2012,107.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2013,113.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2014,97.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2015,99.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2016,95.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2017,99.7,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2018,102.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2019,95.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,NO,2020,92.1,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,PL,2000,96.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,PL,2001,97.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,PL,2002,96.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,PL,2003,98.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,PL,2004,98.9,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,PL,2005,100.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,PL,2006,105.0,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,PL,2007,104.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,PL,2008,105.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,PL,2009,101.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,PL,2010,109.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,PL,2011,109.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,PL,2012,105.5,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,PL,2013,106.2,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,PL,2014,101.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,PL,2015,102.4,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,PL,2016,107.8,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,PL,2017,112.6,
ESTAT:SDG_07_10(1.0),21/12/21 23:00:00,A,I05,PL,2018,118.3,
